gender,SeniorCitizen,Dependents,PhoneService,MultipleLines,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,tenure,MonthlyCharges,TotalServiceCost
0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,-0.9018963209718723,0.3422250036895663,-0.6637741481205398
0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.8242122301610703,0.9487377839084316,1.1724902431543331
0,1,0,1,1,0.0,1.0,0.0,1.0,0.0,-0.9840919662639172,0.3422250036895663,-0.7310949844625033
1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,-0.6964072077417601,0.8476523205386207,-0.38917599988358337
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.7786028530338049,1.353079637387675,-0.3767747931890112
1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.5365274716389132,0.4770056215159808,0.5958341318567247
0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.12554924517868876,0.4770056215159808,0.2415139405832326
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.2488427131167561,0.5443959304291881,0.38235621661444574
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.066287611555962,1.1509087106480533,-0.7240085806370334
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.1895810794940294,0.6791765482556026,-0.8816810657537375
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.2488427131167561,-0.5001538577255242,-0.15311017244761926
0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,1.1118969886832273,1.353079637387675,1.7828067726229233
1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-1.1073854342019844,-1.342532719140615,-0.9649463107030081
1,0,0,0,1,0.0,1.0,0.0,1.0,0.0,-0.9429941436178947,-1.2077521013142003,-0.9011686762737795
0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.700918762223003,-1.5447036458802366,-0.591138508909474
0,1,0,1,1,0.0,1.0,0.0,1.0,0.0,-0.6142115624497152,0.30852984923296267,-0.4361234252273211
1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.8242122301610703,0.3759201581461699,0.7734371277325627
0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,-0.8197006756798274,-0.33167808544250615,-0.7116073739424612
0,0,1,1,1,1.0,0.0,0.0,0.0,1.0,-1.0251897889099397,-1.5447036458802366,-0.9631747097466407
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-1.066287611555962,0.14005407694994457,-0.8170176308463252
0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,0.37213618105482343,-0.19689746761609167,0.08206985451016115
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.4543318263468683,0.8476523205386207,0.739333809322489
1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.8242122301610703,-1.5447036458802366,-0.564564494563962
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.5639730377894743,0.24113954031975543,1.261513191211798
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.49542964899289077,0.7802620116254134,0.7397767095615809
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.3128745474320966,0.10635892249334095,-1.0034786315040003
1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,-1.3128745474320966,-0.702324784465146,-1.0141082372422052
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-0.8607984983258499,-1.5447036458802366,-0.9277426906192915
0,1,1,1,1,1.0,0.0,0.0,1.0,0.0,1.5639730377894743,0.10635892249334095,1.1357295233097084
1,0,1,1,1,1.0,0.0,1.0,0.0,0.0,-0.4498202718656254,0.7802620116254134,-0.16684007985946708
0,0,0,1,1,1.0,0.0,0.0,1.0,0.0,-1.3128745474320966,-0.702324784465146,-1.0141082372422052
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.066287611555962,0.9824329383650352,-0.7395100890052487
1,1,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,0.9487377839084316,-0.9924061255267037
1,0,1,1,0,0.0,1.0,0.0,1.0,0.0,-0.24433115863551322,0.6454813937989989,-0.01758269928550852
0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,1.0297013433911826,0.07266376803673733,0.7127597949769772
0,1,1,1,1,1.0,0.0,0.0,0.0,1.0,0.9064078754531152,0.3422250036895663,0.8172842514026574
1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,0.618723116930958,1.4204699463008823,1.26195609145089
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.9886035207451601,-0.2305926220726953,0.4554347560646035
0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,-1.066287611555962,-1.3762278735972184,-0.9565312061602627
0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.7831144075150479,-1.0392763290311822,-0.22796031285414448
1,1,0,1,0,0.0,1.0,1.0,0.0,0.0,1.3995817472053844,0.9824329383650352,1.7850212738183826
1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.4817773924974293,0.9824329383650352,1.8691723192458372
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-0.3653732398991098,-1.0096792348512864
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1.6050708604354966,1.083518401734846,2.0910653390308616
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-0.8197006756798274,-1.5447036458802366,-0.9188846858374541
1,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.4132340037008459,-0.7360199389217497,-0.1960714956395302
1,0,1,1,1,1.0,0.0,0.0,1.0,0.0,-0.8197006756798274,-1.5447036458802366,-0.9188846858374541
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.49542964899289077,1.5889457185839004,1.2181089677807952
1,0,1,1,1,0.0,1.0,0.0,1.0,0.0,-0.5731137398036927,-0.5675441666387315,-0.6216986254068126
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.2717767247860743,0.30852984923296267,-0.9676037121375592
1,1,0,1,0,0.0,1.0,1.0,0.0,0.0,-1.066287611555962,0.7802620116254134,-0.7581118990471071
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.12103769069744588,1.4878602552140896,0.42753204100181597
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,-0.9018963209718723,-0.6686296300085424,-0.8099312270208553
1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,0.6598209395769805,0.6117862393423953,0.788938636100778
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.522875215143452,0.07266376803673733,1.074166390075939
1,1,1,1,0,1.0,0.0,0.0,1.0,0.0,1.1529948113292499,1.1172135561914496,1.6406357958744346
1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,0.5365274716389132,0.9824329383650352,0.9014352968301117
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1.3995817472053844,0.6791765482556026,1.517952429645988
0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.9064078754531152,1.1846038651046569,1.4262720801539719
0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,-1.230678902140052,-1.5447036458802366,-1.0074647336558271
0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,1.070799166037205,1.0161280928216387,1.4745482062149853
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.522875215143452,1.6900311819537113,2.562311193424606
0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,-1.3762278735972184,-1.0229662420240424
1,0,0,0,1,0.0,1.0,0.0,0.0,1.0,-1.066287611555962,-1.0392763290311822,-0.9255281894238321
1,0,1,1,0,1.0,0.0,0.0,0.0,1.0,1.6050708604354966,0.6117862393423953,1.6446218980262615
0,1,0,1,1,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,0.14005407694994457,-1.0030357312649085
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-1.5783988003368403,-1.0256236434585937
1,1,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.9429941436178947,0.8139571660820171,-0.6354285328186604
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.37213618105482343,0.9487377839084316,0.7145313959333446
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.2762882792673171,0.14005407694994457,0.9501543231302169
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.5731137398036927,-0.19689746761609167,-0.5291324754366128
1,1,0,1,1,1.0,0.0,0.0,0.0,1.0,0.9064078754531152,1.622640873040504,1.7429457511046555
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.522875215143452,1.6563360274971077,2.5313081766881753
1,0,0,0,0,1.0,0.0,0.0,1.0,0.0,-1.066287611555962,-1.072971483487786,-0.9286284910974751
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.08445142253266633,-0.3653732398991098,-0.18145578774949864
1,0,1,1,1,0.0,1.0,0.0,1.0,0.0,-1.0251897889099397,-1.5447036458802366,-0.9631747097466407
0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,-0.4498202718656254,-0.9044957112047678,-0.6540303428605188
0,0,0,1,1,1.0,0.0,0.0,1.0,0.0,-0.7375050303877825,-1.5447036458802366,-0.9011686762737795
0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,-0.3653732398991098,-1.0096792348512864
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.5776252942849356,0.9824329383650352,0.9435108195438389
0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,-0.9018963209718723,-1.0055811745745786,-0.8586502533209605
1,0,0,1,0,0.0,1.0,0.0,1.0,0.0,-1.3128745474320966,0.14005407694994457,-1.0030357312649085
0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,1.4817773924974293,-1.4099230280538222,-0.30059595206521034
1,0,0,0,1,0.0,1.0,0.0,0.0,1.0,-0.6142115624497152,-1.072971483487786,-0.7629838016771175
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.12103769069744588,1.0498232472782425,0.25480094775598855
0,1,0,1,1,1.0,0.0,0.0,0.0,1.0,1.2762882792673171,1.4541651007574858,2.0556333199035124
1,1,0,1,1,0.0,1.0,0.0,0.0,1.0,1.6050708604354966,1.4878602552140896,2.473731145606233
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.3173861019133397,-0.16320231315948805,0.7220606999979063
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-0.8607984983258499,-0.3990683943557134,-0.7470393930698105
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.7831144075150479,-1.342532719140615,-0.43523762474913735
1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.2351904566212948,1.4541651007574858,2.007357193842499
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.2717767247860743,-1.511008491423633,-1.0154369379594808
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.6598209395769805,0.038968613580133704,0.42000273693725426
0,1,0,1,0,1.0,0.0,0.0,1.0,0.0,-1.2717767247860743,0.4433104670593772,-0.9640605102248244
1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,1.070799166037205,-1.5783988003368403,-0.5375475799793582
1,1,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.24433115863551322,0.3422250036895663,-0.12520745738483174
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.0251897889099397,0.6117862393423953,-0.7364097873316057
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.2488427131167561,-0.6012393210953352,-0.20492950042136748
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.9886035207451601,0.14005407694994457,0.7331332059752029
1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,-1.3128745474320966,0.7802620116254134,-0.9946206267221631
1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.7831144075150479,1.2856893284744677,1.3611657450074677
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.07993986805142343,0.5107007759725845,0.07808375235833435
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.6050708604354966,-1.5783988003368403,-0.42815122092366753
0,1,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.038842045405400996,0.2748346947763591,0.014749018168197637
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.2717767247860743,0.3422250036895663,-0.9667179116593756
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,0.9064078754531152,0.8139571660820171,1.1583174355033934
1,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-1.230678902140052,-0.5338490121821279,-0.9676037121375592
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.49091809451164786,-1.5447036458802366,-0.8480206475827557
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,-0.8607984983258499,-1.4099230280538222,-0.9064834791428819
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.9064078754531152,-0.2305926220726953,0.4031725278517634
1,0,1,1,0,1.0,0.0,0.0,0.0,1.0,-1.230678902140052,0.14005407694994457,-0.9410296977920474
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,0.9475056980991376,1.1509087106480533,1.4462025909131058
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.522875215143452,0.6454813937989989,1.6012176745952587
1,0,0,0,1,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-1.3762278735972184,-1.0229662420240424
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-1.5447036458802366,-1.0251807432195017
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.9840919662639172,0.5107007759725845,-0.7111644737033693
1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,1.522875215143452,1.353079637387675,2.2522810260603006
1,0,1,1,0,1.0,0.0,0.0,0.0,1.0,1.6050708604354966,1.4204699463008823,2.4099535111770045
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.1073854342019844,-0.5338490121821279,-0.9011686762737795
0,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.5365274716389132,0.8476523205386207,0.8199416528372085
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,0.5776252942849356,1.5215554096706931,1.2765717993409216
1,1,0,1,1,0.0,1.0,0.0,1.0,0.0,-0.6142115624497152,-0.2642877765292989,-0.5716508983894318
0,1,0,1,1,1.0,0.0,0.0,1.0,0.0,1.6050708604354966,1.5215554096706931,2.5056199628208473
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,-0.8607984983258499,-0.6686296300085424,-0.7895578160226295
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.440679569851407,-0.2642877765292989,0.7127597949769772
1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-1.230678902140052,-0.5338490121821279,-0.9676037121375592
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-0.5338490121821279,-1.011893736046746
0,0,0,1,1,0.0,1.0,0.0,0.0,1.0,-0.6553093850957377,0.4770056215159808,-0.43169442283640247
0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,1.0297013433911826,-0.028421695333073545,0.6356951533749926
0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-1.0392763290311822,-1.0185372396331238
0,0,1,1,1,1.0,0.0,0.0,0.0,1.0,0.33103835840880097,0.005273459123530077,0.16444929898124808
1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,0.08445142253266633,-0.3653732398991098,-0.18145578774949864
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.038842045405400996,0.8476523205386207,0.2556867482341723
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.230678902140052,0.14005407694994457,-0.9410296977920474
1,0,0,1,1,1.0,0.0,1.0,0.0,0.0,-1.066287611555962,0.7128717027122061,-0.7643125023943932
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.9840919662639172,0.1737492314065482,-0.7510254952216372
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,-1.2717767247860743,-1.511008491423633,-1.0154369379594808
1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.7420165848690254,0.4770056215159808,0.7729942274934708
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,0.10635892249334095,-1.0034786315040003
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.8197006756798274,-1.5783988003368403,-0.9246423889456484
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.6050708604354966,0.7128717027122061,1.7402883496701043
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,-0.24433115863551322,-1.511008491423633,-0.7829143124362515
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.1118969886832273,1.0498232472782425,1.543640643513316
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1.522875215143452,-1.342532719140615,-0.22796031285414448
1,1,0,1,1,1.0,0.0,0.0,0.0,1.0,0.7831144075150479,0.24113954031975543,0.6472105595913811
1,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-0.6964072077417601,0.30852984923296267,-0.5025584610911009
1,0,1,1,0,0.0,1.0,0.0,0.0,1.0,-0.49091809451164786,0.40961531260277356,-0.3085681563688639
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.230678902140052,0.4770056215159808,-0.9277426906192915
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.9429941436178947,0.5107007759725845,-0.6752895543369283
0,0,0,0,0,0.0,1.0,0.0,1.0,0.0,1.5639730377894743,-0.6012393210953352,0.4753652668237374
1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1.6050708604354966,1.6900311819537113,2.665064048893919
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.8197006756798274,0.2074443858631518,-0.6194841242113532
0,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1.6050708604354966,1.622640873040504,2.60128641446469
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.8607984983258499,0.7802620116254134,-0.5610212926512271
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.1895810794940294,-0.06211684978967717,-0.9206562867938216
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.8607984983258499,0.6454813937989989,-0.5822805041276367
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,0.2488427131167561,0.4770056215159808,0.3478099979652802
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.440679569851407,0.5443959304291881,1.435572985174901
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,-1.066287611555962,-1.5447036458802366,-0.972032714528478
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.3128745474320966,-1.5783988003368403,-1.0256236434585937
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,-0.16213551334346832,0.9824329383650352,0.18615141069674945
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.440679569851407,0.6454813937989989,1.5259246339496415
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,1.522875215143452,1.4878602552140896,2.376293093006023
1,0,0,1,1,1.0,0.0,1.0,0.0,0.0,-1.230678902140052,-1.5447036458802366,-1.0074647336558271
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-0.6142115624497152,-0.2642877765292989,-0.5716508983894318
1,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-1.3128745474320966,-1.5783988003368403,-1.0256236434585937
1,0,1,1,0,1.0,0.0,0.0,0.0,1.0,-0.5731137398036927,-1.511008491423633,-0.8573215526036849
0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,-1.1895810794940294,-1.3762278735972184,-0.9897487240921525
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.2717767247860743,0.24113954031975543,-0.9693753130939268
1,0,1,1,1,1.0,0.0,1.0,0.0,0.0,1.1118969886832273,0.005273459123530077,0.7198461988024469
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.9018963209718723,0.9824329383650352,-0.57120799815034
1,0,0,1,1,1.0,0.0,1.0,0.0,0.0,0.6598209395769805,1.2856893284744677,1.2229808704108058
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.08445142253266633,0.6791765482556026,0.29909097166517506
1,0,1,1,0,1.0,0.0,0.0,0.0,1.0,-0.8197006756798274,-0.12950715870288443,-0.6770611552932958
0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,-1.3128745474320966,0.14005407694994457,-1.0030357312649085
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,1.6050708604354966,-1.3762278735972184,-0.23681831763598177
1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,0.700918762223003,1.2856893284744677,1.2690424952763597
0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,-0.3676246265735805,-0.46645870326892064,-0.48129924961469134
0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,0.9475056980991376,0.3759201581461699,0.8757470829627835
0,0,1,1,1,0.0,1.0,0.0,1.0,0.0,-1.3128745474320966,0.14005407694994457,-1.0030357312649085
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,1.4817773924974293,0.5443959304291881,1.471890804780434
0,1,0,1,1,1.0,0.0,0.0,0.0,1.0,1.3173861019133397,1.353079637387675,2.0175438993416117
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.1529948113292499,1.1846038651046569,1.6946696250436422
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.04335359988664389,0.2748346947763591,0.08029825355379368
1,1,0,1,0,1.0,0.0,0.0,1.0,0.0,-1.066287611555962,-0.06211684978967717,-0.8356194408881835
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.9064078754531152,0.40961531260277356,0.8660032777027625
0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,-0.12103769069744588,0.6454813937989989,0.0953568616829171
1,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.618723116930958,0.8476523205386207,0.9005494963519279
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-0.5320159171576703,-1.5447036458802366,-0.856878652364593
0,0,1,1,1,1.0,0.0,0.0,0.0,1.0,1.2762882792673171,0.7128717027122061,1.4320297832621662
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.3173861019133397,1.353079637387675,2.0175438993416117
0,1,0,1,1,0.0,1.0,0.0,1.0,0.0,-1.1895810794940294,0.4433104670593772,-0.8940822724483097
0,0,1,1,1,1.0,0.0,0.0,0.0,1.0,1.440679569851407,0.6454813937989989,1.5259246339496415
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-1.3128745474320966,-0.3990683943557134,-1.0101221350903784
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,-1.2717767247860743,0.6791765482556026,-0.9578599068775383
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,-1.2717767247860743,0.3422250036895663,-0.9667179116593756
0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,-0.3676246265735805,-0.3990683943557134,-0.4600400381382818
0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,-0.6142115624497152,1.0161280928216387,-0.26870713485059605
0,0,0,1,1,1.0,0.0,1.0,0.0,0.0,-1.2717767247860743,0.30852984923296267,-0.9676037121375592
1,1,0,1,1,0.0,1.0,1.0,0.0,0.0,0.5365274716389132,0.4770056215159808,0.5958341318567247
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,-0.49091809451164786,-0.702324784465146,-0.6154980220595265
0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,-0.4498202718656254,0.10635892249334095,-0.36171618505988773
0,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.5365274716389132,-0.3653732398991098,0.0864988569010798
0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.6050708604354966,0.6117862393423953,1.6446218980262615
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.0251897889099397,0.30852984923296267,-0.76829860454622
1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,1.440679569851407,0.3759201581461699,1.284986903883667
0,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.16664706782471123,1.2182990195612606,0.63746675433136
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.1895810794940294,-0.3653732398991098,-0.9366006954011288
1,0,0,1,0,0.0,1.0,1.0,0.0,0.0,-0.7786028530338049,0.6454813937989989,-0.5069874634820195
0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,0.4543318263468683,-0.33167808544250615,0.05726744112101669
1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,-1.3128745474320966,-0.5338490121821279,-1.011893736046746
1,0,1,1,0,1.0,0.0,0.0,1.0,0.0,-0.6964072077417601,-1.5447036458802366,-0.8923106714919422
1,0,0,1,1,1.0,0.0,0.0,1.0,0.0,-0.16213551334346832,0.6117862393423953,0.04486623442644447
0,0,0,1,0,0.0,1.0,0.0,1.0,0.0,-1.066287611555962,0.5107007759725845,-0.7829143124362515
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,1.6050708604354966,-1.511008491423633,-0.36437358649443896
1,1,0,1,0,0.0,1.0,1.0,0.0,0.0,0.6598209395769805,1.0161280928216387,1.0493639766867946
1,0,0,1,1,0.0,1.0,1.0,0.0,0.0,0.618723116930958,0.1737492314065482,0.4753652668237374
0,0,0,1,1,0.0,1.0,0.0,1.0,0.0,-1.2717767247860743,0.14005407694994457,-0.972032714528478
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,1.4817773924974293,1.2856893284744677,2.1442133677218855
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-0.8197006756798274,0.4770056215159808,-0.5734224993457993
1,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-0.5320159171576703,1.0498232472782425,-0.17481228416312064
0,0,1,1,1,0.0,1.0,1.0,0.0,0.0,-0.20323333598949075,-0.5338490121821279,-0.41397841327272783
0,0,0,1,0,1.0,0.0,1.0,0.0,0.0,-0.9429941436178947,-1.5447036458802366,-0.9454587001829661
0,1,0,1,1,0.0,1.0,0.0,1.0,0.0,-1.148483256848007,0.4433104670593772,-0.8590931535600523
0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,1.2351904566212948,0.5780910848857916,1.281886602210024
1,0,0,1,1,1.0,0.0,1.0,0.0,0.0,1.5639730377894743,1.3193844829310715,2.2677825344285156
1,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.5365274716389132,-0.8708005567481641,-0.21910230807230718
1,0,1,1,0,0.0,1.0,0.0,1.0,0.0,0.12554924517868876,0.9824329383650352,0.4806800696928398
0,0,1,1,1,1.0,0.0,0.0,0.0,1.0,-1.1895810794940294,1.083518401734846,-0.860421854277328
0,0,0,0,0,0.0,1.0,1.0,0.0,0.0,-0.28542898128153565,-1.0392763290311822,-0.6309995304277418
0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-0.7375050303877825,-1.5447036458802366,-0.9011686762737795
0,0,1,1,1,1.0,0.0,0.0,0.0,1.0,1.5639730377894743,1.0161280928216387,1.9847692816488138
1,0,1,1,0,0.0,1.0,1.0,0.0,0.0,-0.20323333598949075,1.1509087106480533,0.2060819214558834
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-1.2717767247860743,0.8476523205386207,-0.9534309044866196
1,1,0,1,1,0.0,1.0,0.0,1.0,0.0,1.3995817472053844,1.1846038651046569,1.9630671699333124
1,0,0,1,1,0.0,1.0,0.0,0.0,1.0,1.6050708604354966,0.07266376803673733,1.1344008225924327
0,0,1,1,0,1.0,0.0,0.0,1.0,0.0,-0.9429941436178947,-1.5447036458802366,-0.9454587001829661
1,0,0,1,0,1.0,0.0,0.0,0.0,1.0,-1.066287611555962,-1.5783988003368403,-0.975133016202121
0,0,0,1,0,1.0,0.0,0.0,1.0,0.0,-1.1895810794940294,0.9487377839084316,-0.8675082581027977
