gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,MonthlyCharges,InternetService_DSL,InternetService_Fiber optic,Contract_Month-to-month,Contract_One year,Contract_Two year,TotalServiceCost
0,0,0,60,1,0,105,0.0,1.0,1.0,0.0,0.0,6300
1,0,0,4,1,1,78,0.0,1.0,0.0,1.0,0.0,312
1,0,0,72,1,1,87,0.0,1.0,1.0,0.0,0.0,6264
0,0,1,10,1,0,20,1.0,0.0,0.0,1.0,0.0,200
1,0,1,51,1,0,48,1.0,0.0,0.0,0.0,1.0,2448
1,1,0,9,1,1,100,0.0,1.0,1.0,0.0,0.0,900
0,0,1,16,1,1,19,1.0,0.0,0.0,1.0,0.0,304
1,0,1,1,1,0,21,1.0,0.0,0.0,1.0,0.0,21
1,1,1,60,1,1,81,1.0,0.0,0.0,0.0,1.0,4860
1,0,1,35,1,0,72,1.0,0.0,1.0,0.0,0.0,2520
0,0,0,7,1,0,67,1.0,0.0,0.0,0.0,1.0,469
1,0,1,15,1,0,91,1.0,0.0,0.0,0.0,1.0,1365
0,1,0,55,1,0,90,1.0,0.0,1.0,0.0,0.0,4950
1,0,1,8,1,0,45,1.0,0.0,0.0,0.0,1.0,360
1,0,1,66,1,0,66,1.0,0.0,1.0,0.0,0.0,4356
1,0,1,29,1,0,20,0.0,1.0,1.0,0.0,0.0,580
1,1,0,37,1,0,101,1.0,0.0,1.0,0.0,0.0,3737
1,0,0,9,0,1,25,0.0,1.0,1.0,0.0,0.0,225
1,0,0,14,1,1,20,0.0,1.0,1.0,0.0,0.0,280
0,0,0,20,1,0,97,1.0,0.0,0.0,0.0,1.0,1940
0,1,0,14,0,1,46,1.0,0.0,0.0,0.0,1.0,644
1,0,1,11,1,1,20,1.0,0.0,0.0,0.0,1.0,220
1,0,1,68,1,1,110,1.0,0.0,1.0,0.0,0.0,7480
0,0,0,37,1,0,65,0.0,1.0,1.0,0.0,0.0,2405
1,0,1,60,1,0,77,0.0,1.0,1.0,0.0,0.0,4620
0,0,0,28,1,0,60,0.0,1.0,1.0,0.0,0.0,1680
1,0,0,61,1,0,81,1.0,0.0,1.0,0.0,0.0,4941
0,0,0,55,1,1,45,1.0,0.0,0.0,0.0,1.0,2475
0,0,1,17,1,0,85,1.0,0.0,1.0,0.0,0.0,1445
1,0,0,1,1,1,21,0.0,1.0,1.0,0.0,0.0,21
1,0,1,15,1,0,102,1.0,0.0,1.0,0.0,0.0,1530
1,1,0,2,1,1,73,0.0,1.0,0.0,0.0,1.0,146
1,0,1,42,1,0,21,0.0,1.0,1.0,0.0,0.0,882
0,0,0,69,1,0,85,0.0,1.0,1.0,0.0,0.0,5865
0,0,0,6,1,0,71,1.0,0.0,0.0,1.0,0.0,426
1,0,1,38,1,0,95,1.0,0.0,1.0,0.0,0.0,3610
1,0,1,12,1,0,56,1.0,0.0,0.0,1.0,0.0,672
1,0,1,60,1,0,60,1.0,0.0,1.0,0.0,0.0,3600
0,0,0,10,0,1,36,0.0,1.0,1.0,0.0,0.0,360
0,0,0,1,1,0,44,1.0,0.0,0.0,0.0,1.0,44
0,0,1,16,1,1,20,0.0,1.0,0.0,1.0,0.0,320
0,1,0,25,1,1,69,0.0,1.0,0.0,1.0,0.0,1725
1,0,0,72,0,0,64,1.0,0.0,1.0,0.0,0.0,4608
1,0,0,20,1,0,85,1.0,0.0,1.0,0.0,0.0,1700
1,0,0,71,1,0,24,1.0,0.0,0.0,1.0,0.0,1704
1,0,1,1,0,1,31,0.0,1.0,0.0,1.0,0.0,31
1,0,0,9,1,1,20,0.0,1.0,0.0,1.0,0.0,180
1,0,0,26,1,1,87,1.0,0.0,0.0,1.0,0.0,2262
1,0,0,58,1,1,60,1.0,0.0,0.0,0.0,1.0,3480
0,0,0,7,1,1,69,1.0,0.0,0.0,1.0,0.0,483
1,0,0,2,1,1,80,1.0,0.0,0.0,0.0,1.0,160
1,0,1,72,1,0,111,1.0,0.0,1.0,0.0,0.0,7992
0,0,0,44,1,1,96,0.0,1.0,1.0,0.0,0.0,4224
0,0,0,56,1,1,20,0.0,1.0,1.0,0.0,0.0,1120
1,1,1,58,1,1,90,0.0,1.0,1.0,0.0,0.0,5220
1,1,1,1,1,1,49,0.0,1.0,1.0,0.0,0.0,49
0,0,0,72,1,0,115,0.0,1.0,0.0,1.0,0.0,8280
0,0,0,55,1,0,65,1.0,0.0,0.0,0.0,1.0,3575
1,0,0,28,1,1,91,0.0,1.0,0.0,1.0,0.0,2548
1,1,0,4,1,0,69,1.0,0.0,0.0,1.0,0.0,276
1,0,0,72,1,0,90,0.0,1.0,0.0,1.0,0.0,6480
0,0,0,25,1,1,20,0.0,1.0,1.0,0.0,0.0,500
1,0,0,1,1,1,20,0.0,1.0,0.0,0.0,1.0,20
1,0,1,65,1,0,20,1.0,0.0,1.0,0.0,0.0,1300
0,0,0,32,1,1,76,0.0,1.0,0.0,0.0,1.0,2432
0,1,0,1,1,0,74,1.0,0.0,0.0,1.0,0.0,74
0,0,0,60,0,1,50,1.0,0.0,0.0,0.0,1.0,3000
0,0,1,60,0,0,50,1.0,0.0,0.0,1.0,0.0,3000
1,0,0,47,1,1,20,0.0,1.0,1.0,0.0,0.0,940
1,0,0,63,1,0,102,1.0,0.0,1.0,0.0,0.0,6426
1,0,0,44,1,0,71,1.0,0.0,0.0,0.0,1.0,3124
1,0,0,68,1,1,108,1.0,0.0,0.0,0.0,1.0,7344
1,0,0,72,1,1,106,0.0,1.0,1.0,0.0,0.0,7632
0,0,1,68,1,0,83,0.0,1.0,1.0,0.0,0.0,5644
1,0,1,1,1,0,72,1.0,0.0,0.0,0.0,1.0,72
1,0,0,9,1,1,45,0.0,1.0,1.0,0.0,0.0,405
1,0,0,8,1,1,44,0.0,1.0,1.0,0.0,0.0,352
1,0,1,45,1,0,100,1.0,0.0,1.0,0.0,0.0,4500
0,0,0,71,1,0,85,1.0,0.0,1.0,0.0,0.0,6035
1,1,0,16,1,0,87,1.0,0.0,1.0,0.0,0.0,1392
1,0,1,22,1,0,20,0.0,1.0,0.0,0.0,1.0,440
1,0,0,37,1,0,99,0.0,1.0,1.0,0.0,0.0,3663
0,0,1,8,1,1,20,1.0,0.0,1.0,0.0,0.0,160
0,1,0,20,1,1,91,1.0,0.0,0.0,1.0,0.0,1820
1,0,0,50,1,1,114,0.0,1.0,1.0,0.0,0.0,5700
0,0,0,28,1,0,56,1.0,0.0,1.0,0.0,0.0,1568
0,0,1,69,1,0,74,1.0,0.0,1.0,0.0,0.0,5106
0,0,0,32,1,1,75,0.0,1.0,1.0,0.0,0.0,2400
0,0,0,15,1,0,20,1.0,0.0,1.0,0.0,0.0,300
0,0,0,72,1,0,113,1.0,0.0,0.0,1.0,0.0,8136
1,0,0,37,1,0,20,1.0,0.0,1.0,0.0,0.0,740
1,1,1,50,1,0,75,0.0,1.0,1.0,0.0,0.0,3750
1,0,0,51,1,1,60,0.0,1.0,1.0,0.0,0.0,3060
0,0,0,30,1,0,75,1.0,0.0,0.0,1.0,0.0,2250
0,0,0,50,1,1,20,0.0,1.0,1.0,0.0,0.0,1000
0,0,1,49,1,0,108,0.0,1.0,1.0,0.0,0.0,5292
1,0,1,34,0,1,30,1.0,0.0,1.0,0.0,0.0,1020
0,0,1,13,1,1,19,0.0,1.0,1.0,0.0,0.0,247
1,0,0,72,1,0,92,1.0,0.0,0.0,1.0,0.0,6624
1,0,0,42,1,0,20,0.0,1.0,1.0,0.0,0.0,840
1,0,0,27,1,0,81,1.0,0.0,1.0,0.0,0.0,2187
0,0,1,66,1,0,91,0.0,1.0,1.0,0.0,0.0,6006
0,0,0,61,0,0,44,0.0,1.0,1.0,0.0,0.0,2684
1,0,1,12,1,0,49,0.0,1.0,0.0,0.0,1.0,588
1,0,0,35,1,1,26,0.0,1.0,1.0,0.0,0.0,910
1,0,0,62,1,0,20,1.0,0.0,0.0,0.0,1.0,1240
0,0,0,64,1,0,19,1.0,0.0,1.0,0.0,0.0,1216
1,0,0,9,1,0,20,0.0,1.0,1.0,0.0,0.0,180
0,1,0,34,1,1,96,0.0,1.0,1.0,0.0,0.0,3264
0,0,1,21,1,1,74,0.0,1.0,0.0,0.0,1.0,1554
0,0,1,13,1,1,63,0.0,1.0,0.0,0.0,1.0,819
1,1,0,1,1,1,45,1.0,0.0,0.0,1.0,0.0,45
1,0,0,1,0,0,25,1.0,0.0,1.0,0.0,0.0,25
0,1,0,8,1,0,20,1.0,0.0,1.0,0.0,0.0,160
0,0,0,18,1,0,100,0.0,1.0,1.0,0.0,0.0,1800
1,0,1,10,1,0,50,1.0,0.0,0.0,1.0,0.0,500
1,0,0,1,1,1,20,1.0,0.0,1.0,0.0,0.0,20
0,0,0,67,1,0,26,1.0,0.0,0.0,1.0,0.0,1742
0,0,1,10,1,0,56,0.0,1.0,0.0,1.0,0.0,560
0,0,0,71,1,1,104,0.0,1.0,1.0,0.0,0.0,7384
0,0,1,26,0,0,46,1.0,0.0,1.0,0.0,0.0,1196
0,0,0,6,1,0,51,0.0,1.0,0.0,1.0,0.0,306
0,0,0,2,1,1,70,0.0,1.0,1.0,0.0,0.0,140
0,0,0,72,1,0,26,1.0,0.0,1.0,0.0,0.0,1872
1,0,0,28,1,0,91,1.0,0.0,0.0,0.0,1.0,2548
1,0,1,69,1,1,79,0.0,1.0,1.0,0.0,0.0,5451
1,0,0,17,1,1,20,0.0,1.0,0.0,0.0,1.0,340
0,1,0,60,1,0,106,1.0,0.0,1.0,0.0,0.0,6360
1,0,0,53,1,1,20,1.0,0.0,0.0,1.0,0.0,1060
0,0,1,3,1,0,85,1.0,0.0,1.0,0.0,0.0,255
1,0,0,70,1,0,20,1.0,0.0,0.0,0.0,1.0,1400
1,0,1,4,1,0,49,1.0,0.0,0.0,0.0,1.0,196
0,0,0,56,1,0,20,1.0,0.0,1.0,0.0,0.0,1120
0,0,1,58,1,1,99,0.0,1.0,1.0,0.0,0.0,5742
1,0,0,31,1,0,94,1.0,0.0,1.0,0.0,0.0,2914
1,0,1,13,1,0,52,1.0,0.0,0.0,0.0,1.0,676
0,0,0,26,1,0,55,1.0,0.0,0.0,0.0,1.0,1430
0,0,1,38,1,1,20,1.0,0.0,0.0,0.0,1.0,760
1,0,0,27,1,1,59,0.0,1.0,1.0,0.0,0.0,1593
0,0,0,7,1,0,86,1.0,0.0,1.0,0.0,0.0,602
1,0,0,26,1,1,80,0.0,1.0,1.0,0.0,0.0,2080
1,0,0,29,1,0,19,1.0,0.0,0.0,1.0,0.0,551
1,0,1,22,1,1,89,0.0,1.0,1.0,0.0,0.0,1958
1,0,0,4,1,1,20,0.0,1.0,1.0,0.0,0.0,80
0,0,0,2,1,0,45,1.0,0.0,0.0,0.0,1.0,90
1,0,0,1,0,1,45,0.0,1.0,1.0,0.0,0.0,45
1,0,0,18,1,1,19,0.0,1.0,0.0,1.0,0.0,342
0,0,1,8,1,0,55,1.0,0.0,1.0,0.0,0.0,440
0,0,1,59,1,0,106,1.0,0.0,0.0,1.0,0.0,6254
1,0,0,2,1,0,20,0.0,1.0,1.0,0.0,0.0,40
0,1,0,72,1,1,117,1.0,0.0,0.0,0.0,1.0,8424
0,1,0,26,1,0,98,1.0,0.0,0.0,1.0,0.0,2548
1,0,1,1,1,1,19,0.0,1.0,0.0,1.0,0.0,19
0,0,0,35,1,1,80,1.0,0.0,0.0,1.0,0.0,2800
1,0,0,7,1,0,19,1.0,0.0,0.0,1.0,0.0,133
0,0,0,48,1,0,61,1.0,0.0,0.0,0.0,1.0,2928
0,0,1,64,1,1,66,0.0,1.0,1.0,0.0,0.0,4224
0,1,0,1,0,0,25,1.0,0.0,1.0,0.0,0.0,25
1,0,0,52,1,1,85,1.0,0.0,0.0,0.0,1.0,4420
0,0,0,29,1,1,74,0.0,1.0,1.0,0.0,0.0,2146
0,0,1,42,1,0,100,0.0,1.0,0.0,0.0,1.0,4200
1,0,0,24,1,0,54,1.0,0.0,0.0,1.0,0.0,1296
0,0,1,16,1,0,113,1.0,0.0,0.0,1.0,0.0,1808
1,0,0,9,1,1,99,1.0,0.0,0.0,0.0,1.0,891
1,0,0,2,1,1,53,0.0,1.0,0.0,0.0,1.0,106
0,1,0,16,1,0,54,1.0,0.0,0.0,1.0,0.0,864
1,0,0,38,1,1,105,0.0,1.0,1.0,0.0,0.0,3990
1,0,0,15,1,1,103,0.0,1.0,0.0,0.0,1.0,1545
1,0,0,36,0,0,35,1.0,0.0,1.0,0.0,0.0,1260
1,0,0,2,1,1,95,1.0,0.0,0.0,0.0,1.0,190
0,0,0,11,1,1,89,0.0,1.0,1.0,0.0,0.0,979
0,0,0,72,1,1,112,0.0,1.0,1.0,0.0,0.0,8064
0,0,0,68,1,1,115,0.0,1.0,1.0,0.0,0.0,7820
1,0,0,30,1,0,21,1.0,0.0,1.0,0.0,0.0,630
1,0,0,21,1,1,55,1.0,0.0,0.0,0.0,1.0,1155
1,0,0,31,1,1,94,0.0,1.0,1.0,0.0,0.0,2914
1,1,0,27,1,0,96,0.0,1.0,1.0,0.0,0.0,2592
1,0,0,5,1,0,80,0.0,1.0,1.0,0.0,0.0,400
0,1,0,42,1,0,56,0.0,1.0,1.0,0.0,0.0,2352
0,0,0,2,0,0,45,1.0,0.0,1.0,0.0,0.0,90
0,0,0,1,1,1,80,1.0,0.0,0.0,0.0,1.0,80
0,0,1,36,1,0,93,1.0,0.0,0.0,0.0,1.0,3348
0,0,0,72,1,1,110,0.0,1.0,1.0,0.0,0.0,7920
0,1,0,49,1,0,102,0.0,1.0,1.0,0.0,0.0,4998
0,0,1,72,1,0,24,0.0,1.0,0.0,0.0,1.0,1728
1,0,1,67,1,1,111,0.0,1.0,0.0,0.0,1.0,7437
0,0,0,25,1,1,109,0.0,1.0,1.0,0.0,0.0,2725
0,0,1,61,0,0,51,0.0,1.0,0.0,1.0,0.0,3111
1,0,0,72,1,0,110,1.0,0.0,1.0,0.0,0.0,7920
1,0,0,65,1,0,92,1.0,0.0,0.0,0.0,1.0,5980
0,0,0,4,1,1,51,0.0,1.0,1.0,0.0,0.0,204
1,1,0,37,0,0,37,1.0,0.0,0.0,1.0,0.0,1369
0,1,0,32,1,0,55,1.0,0.0,1.0,0.0,0.0,1760
0,0,1,72,1,0,20,1.0,0.0,0.0,0.0,1.0,1440
0,0,1,72,1,1,67,1.0,0.0,0.0,0.0,1.0,4824
1,1,0,54,0,0,55,1.0,0.0,1.0,0.0,0.0,2970
0,0,0,72,1,0,80,1.0,0.0,1.0,0.0,0.0,5760
1,0,0,21,1,1,65,0.0,1.0,1.0,0.0,0.0,1365
0,0,0,65,1,1,59,0.0,1.0,1.0,0.0,0.0,3835
1,0,1,67,1,1,60,0.0,1.0,0.0,1.0,0.0,4020
1,0,0,50,1,0,25,0.0,1.0,1.0,0.0,0.0,1250
1,0,0,7,1,0,20,1.0,0.0,0.0,0.0,1.0,140
0,0,0,35,1,1,113,0.0,1.0,1.0,0.0,0.0,3955
1,1,0,5,1,1,70,0.0,1.0,1.0,0.0,0.0,350
1,0,0,53,1,1,24,1.0,0.0,0.0,0.0,1.0,1272
0,1,0,70,1,0,106,1.0,0.0,1.0,0.0,0.0,7420
1,0,1,59,1,0,77,1.0,0.0,1.0,0.0,0.0,4543
1,0,0,1,1,0,20,0.0,1.0,1.0,0.0,0.0,20
0,0,0,7,1,0,95,0.0,1.0,1.0,0.0,0.0,665
0,0,0,3,1,0,46,1.0,0.0,0.0,1.0,0.0,138
1,0,0,2,1,1,76,0.0,1.0,0.0,0.0,1.0,152
1,0,0,69,1,1,54,1.0,0.0,0.0,0.0,1.0,3726
0,0,1,20,1,0,106,1.0,0.0,0.0,1.0,0.0,2120
0,1,0,57,0,1,55,0.0,1.0,1.0,0.0,0.0,3135
0,1,0,32,1,0,80,1.0,0.0,0.0,0.0,1.0,2560
1,1,0,47,1,1,86,0.0,1.0,1.0,0.0,0.0,4042
1,0,1,71,1,0,85,1.0,0.0,1.0,0.0,0.0,6035
0,0,0,48,0,1,45,1.0,0.0,0.0,0.0,1.0,2160
1,0,1,72,1,0,117,1.0,0.0,0.0,1.0,0.0,8424
1,0,1,4,1,1,81,0.0,1.0,0.0,1.0,0.0,324
1,0,0,1,1,0,46,1.0,0.0,0.0,0.0,1.0,46
1,0,0,70,1,1,25,1.0,0.0,0.0,0.0,1.0,1750
0,0,1,57,1,0,20,1.0,0.0,1.0,0.0,0.0,1140
1,0,0,72,1,0,108,1.0,0.0,0.0,0.0,1.0,7776
0,1,0,62,1,0,84,1.0,0.0,1.0,0.0,0.0,5208
1,0,0,4,1,0,20,1.0,0.0,0.0,1.0,0.0,80
0,0,0,15,1,0,49,1.0,0.0,0.0,0.0,1.0,735
1,0,0,30,1,0,56,0.0,1.0,1.0,0.0,0.0,1680
1,1,0,17,1,0,82,1.0,0.0,1.0,0.0,0.0,1394
1,0,1,71,1,1,114,1.0,0.0,0.0,0.0,1.0,8094
1,1,0,2,0,0,24,1.0,0.0,0.0,1.0,0.0,48
1,0,0,35,0,1,49,0.0,1.0,1.0,0.0,0.0,1715
1,0,1,66,1,0,80,1.0,0.0,0.0,0.0,1.0,5280
1,0,0,44,0,0,54,0.0,1.0,1.0,0.0,0.0,2376
1,0,0,50,1,1,94,0.0,1.0,0.0,0.0,1.0,4700
0,0,1,4,1,1,20,0.0,1.0,1.0,0.0,0.0,80
0,0,1,12,1,1,25,0.0,1.0,0.0,1.0,0.0,300
0,0,0,48,1,0,100,1.0,0.0,0.0,1.0,0.0,4800
1,0,1,8,1,0,19,1.0,0.0,1.0,0.0,0.0,152
1,0,1,25,1,0,55,0.0,1.0,1.0,0.0,0.0,1375
1,0,0,72,1,1,110,0.0,1.0,0.0,0.0,1.0,7920
1,0,1,54,1,1,80,1.0,0.0,0.0,0.0,1.0,4320
0,0,0,7,1,0,81,0.0,1.0,0.0,1.0,0.0,567
1,0,1,68,1,1,86,0.0,1.0,1.0,0.0,0.0,5848
1,0,0,33,1,0,93,0.0,1.0,1.0,0.0,0.0,3069
0,0,0,52,0,1,35,0.0,1.0,0.0,1.0,0.0,1820
1,1,1,47,1,0,85,0.0,1.0,1.0,0.0,0.0,3995
1,0,0,57,1,0,60,0.0,1.0,1.0,0.0,0.0,3420
0,0,0,72,1,0,101,1.0,0.0,1.0,0.0,0.0,7272
1,0,0,10,0,1,30,0.0,1.0,0.0,1.0,0.0,300
0,1,0,65,1,1,105,1.0,0.0,0.0,0.0,1.0,6825
0,0,0,72,1,1,109,0.0,1.0,0.0,1.0,0.0,7848
1,0,1,70,1,1,98,1.0,0.0,0.0,0.0,1.0,6860
1,0,0,18,1,1,81,0.0,1.0,1.0,0.0,0.0,1458
1,0,1,23,0,1,41,0.0,1.0,1.0,0.0,0.0,943
1,1,0,34,1,0,76,1.0,0.0,1.0,0.0,0.0,2584
0,0,0,33,0,0,60,1.0,0.0,0.0,1.0,0.0,1980
0,1,0,43,1,0,108,1.0,0.0,1.0,0.0,0.0,4644
0,0,0,4,1,0,56,0.0,1.0,1.0,0.0,0.0,224
1,0,1,63,0,0,41,1.0,0.0,0.0,0.0,1.0,2583
0,0,0,2,1,1,20,0.0,1.0,1.0,0.0,0.0,40
0,0,0,32,1,1,54,1.0,0.0,0.0,0.0,1.0,1728
0,0,0,7,1,0,71,1.0,0.0,0.0,1.0,0.0,497
1,0,0,26,1,1,75,0.0,1.0,1.0,0.0,0.0,1950
1,0,1,70,1,1,117,1.0,0.0,0.0,0.0,1.0,8190
0,1,1,3,1,0,88,1.0,0.0,0.0,1.0,0.0,264
0,1,0,35,1,1,111,1.0,0.0,1.0,0.0,0.0,3885
1,0,0,63,1,0,80,1.0,0.0,0.0,0.0,1.0,5040
0,0,1,16,1,1,68,0.0,1.0,1.0,0.0,0.0,1088
1,0,1,66,1,1,75,0.0,1.0,1.0,0.0,0.0,4950
1,0,1,71,1,0,25,1.0,0.0,1.0,0.0,0.0,1775
1,0,0,71,1,0,20,1.0,0.0,0.0,0.0,1.0,1420
0,0,0,1,1,0,77,0.0,1.0,1.0,0.0,0.0,77
0,0,1,57,1,1,20,0.0,1.0,1.0,0.0,0.0,1140
0,1,0,27,1,0,75,1.0,0.0,0.0,0.0,1.0,2025
1,0,0,7,1,1,74,0.0,1.0,1.0,0.0,0.0,518
0,0,0,30,1,1,20,0.0,1.0,1.0,0.0,0.0,600
0,0,0,50,0,0,40,1.0,0.0,1.0,0.0,0.0,2000
0,0,0,70,1,0,110,1.0,0.0,0.0,0.0,1.0,7700
1,0,0,71,1,1,86,0.0,1.0,1.0,0.0,0.0,6106
0,0,1,29,1,0,20,1.0,0.0,0.0,0.0,1.0,580
1,0,0,18,0,0,25,0.0,1.0,1.0,0.0,0.0,450
0,0,0,13,1,0,76,0.0,1.0,1.0,0.0,0.0,988
1,0,0,26,1,0,20,0.0,1.0,0.0,0.0,1.0,520
0,0,0,1,1,1,80,0.0,1.0,1.0,0.0,0.0,80
1,0,0,54,1,1,70,1.0,0.0,0.0,0.0,1.0,3780
0,0,0,41,1,1,114,0.0,1.0,1.0,0.0,0.0,4674
1,1,0,30,1,0,90,0.0,1.0,1.0,0.0,0.0,2700
0,0,0,19,1,0,25,1.0,0.0,0.0,1.0,0.0,475
0,1,1,28,0,0,39,1.0,0.0,0.0,1.0,0.0,1092
1,1,0,6,1,1,81,0.0,1.0,1.0,0.0,0.0,486
0,1,0,69,1,1,110,1.0,0.0,0.0,0.0,1.0,7590
0,0,0,5,1,0,96,1.0,0.0,1.0,0.0,0.0,480
1,0,0,70,1,1,101,1.0,0.0,0.0,0.0,1.0,7070
0,0,0,15,1,1,88,0.0,1.0,1.0,0.0,0.0,1320
1,0,0,2,1,0,70,0.0,1.0,1.0,0.0,0.0,140
0,0,0,2,0,0,45,1.0,0.0,1.0,0.0,0.0,90
1,0,0,72,1,0,21,1.0,0.0,1.0,0.0,0.0,1512
0,1,0,1,1,0,70,1.0,0.0,0.0,0.0,1.0,70
0,0,1,48,1,1,20,0.0,1.0,1.0,0.0,0.0,960
0,0,0,3,1,0,51,1.0,0.0,0.0,1.0,0.0,153
0,0,0,2,1,1,84,1.0,0.0,0.0,1.0,0.0,168
1,0,1,27,1,0,19,1.0,0.0,1.0,0.0,0.0,513
0,0,0,9,1,0,91,1.0,0.0,0.0,1.0,0.0,819
1,0,0,1,1,0,19,1.0,0.0,0.0,1.0,0.0,19
0,0,0,12,1,1,51,0.0,1.0,1.0,0.0,0.0,612
0,0,0,18,1,0,20,0.0,1.0,1.0,0.0,0.0,360
1,0,1,47,1,1,113,1.0,0.0,0.0,0.0,1.0,5311
1,0,1,31,0,1,60,1.0,0.0,0.0,0.0,1.0,1860
1,0,0,43,1,0,86,0.0,1.0,1.0,0.0,0.0,3698
0,0,0,41,1,1,80,0.0,1.0,1.0,0.0,0.0,3280
0,0,0,12,1,0,19,1.0,0.0,1.0,0.0,0.0,228
0,0,0,29,1,1,58,0.0,1.0,1.0,0.0,0.0,1682
0,0,0,49,1,1,19,0.0,1.0,0.0,0.0,1.0,931
0,0,1,72,0,1,64,0.0,1.0,1.0,0.0,0.0,4608
0,1,0,44,1,0,85,1.0,0.0,0.0,0.0,1.0,3740
1,0,0,51,1,0,25,0.0,1.0,1.0,0.0,0.0,1275
1,0,0,34,1,0,89,1.0,0.0,1.0,0.0,0.0,3026
1,0,0,3,0,0,30,1.0,0.0,1.0,0.0,0.0,90
0,0,1,58,1,0,25,1.0,0.0,1.0,0.0,0.0,1450
0,0,0,33,1,1,80,0.0,1.0,1.0,0.0,0.0,2640
0,0,1,16,1,1,73,0.0,1.0,0.0,1.0,0.0,1168
1,0,1,44,1,0,25,1.0,0.0,1.0,0.0,0.0,1100
0,0,0,59,1,0,69,0.0,1.0,1.0,0.0,0.0,4071
0,1,0,32,1,0,86,0.0,1.0,0.0,0.0,1.0,2752
1,0,0,44,1,0,106,1.0,0.0,0.0,1.0,0.0,4664
1,1,0,57,1,0,71,1.0,0.0,0.0,0.0,1.0,4047
0,0,0,4,1,0,89,1.0,0.0,1.0,0.0,0.0,356
1,0,1,8,1,0,24,1.0,0.0,1.0,0.0,0.0,192
0,0,0,3,1,0,45,1.0,0.0,1.0,0.0,0.0,135
0,0,0,10,1,0,24,1.0,0.0,1.0,0.0,0.0,240
0,0,1,5,1,1,24,1.0,0.0,0.0,0.0,1.0,120
0,1,0,46,1,0,69,1.0,0.0,0.0,1.0,0.0,3174
0,0,0,12,1,0,20,1.0,0.0,1.0,0.0,0.0,240
1,1,0,47,1,0,60,1.0,0.0,0.0,1.0,0.0,2820
0,0,1,19,1,1,20,1.0,0.0,0.0,1.0,0.0,380
1,0,1,41,1,0,75,1.0,0.0,0.0,1.0,0.0,3075
1,0,0,18,1,1,76,0.0,1.0,1.0,0.0,0.0,1368
1,0,0,1,1,0,51,1.0,0.0,1.0,0.0,0.0,51
0,0,0,21,1,1,90,1.0,0.0,0.0,0.0,1.0,1890
1,0,1,72,1,1,114,1.0,0.0,0.0,1.0,0.0,8208
0,0,0,14,1,0,56,1.0,0.0,1.0,0.0,0.0,784
0,0,1,55,1,1,20,0.0,1.0,1.0,0.0,0.0,1100
0,0,0,9,1,0,94,1.0,0.0,0.0,1.0,0.0,846
1,0,1,46,1,0,80,1.0,0.0,1.0,0.0,0.0,3680
1,0,0,11,1,0,61,0.0,1.0,0.0,0.0,1.0,671
0,1,1,48,1,1,104,0.0,1.0,0.0,1.0,0.0,4992
0,0,0,36,1,0,95,1.0,0.0,1.0,0.0,0.0,3420
0,0,0,49,1,1,107,1.0,0.0,1.0,0.0,0.0,5243
0,0,1,43,1,0,50,0.0,1.0,0.0,1.0,0.0,2150
0,1,0,2,1,1,57,0.0,1.0,1.0,0.0,0.0,114
0,0,0,71,0,1,47,0.0,1.0,0.0,0.0,1.0,3337
0,0,0,41,1,0,21,0.0,1.0,1.0,0.0,0.0,861
1,0,1,40,1,0,75,1.0,0.0,1.0,0.0,0.0,3000
0,0,0,1,0,0,24,0.0,1.0,0.0,1.0,0.0,24
0,0,0,1,1,1,20,0.0,1.0,1.0,0.0,0.0,20
0,0,1,65,1,0,90,0.0,1.0,1.0,0.0,0.0,5850
0,0,0,42,1,0,25,1.0,0.0,0.0,1.0,0.0,1050
0,0,1,1,1,1,50,1.0,0.0,0.0,0.0,1.0,50
1,0,0,42,1,0,100,1.0,0.0,1.0,0.0,0.0,4200
1,0,0,44,0,0,54,1.0,0.0,0.0,1.0,0.0,2376
0,0,0,4,0,1,29,1.0,0.0,0.0,0.0,1.0,116
1,0,1,23,1,0,60,0.0,1.0,0.0,1.0,0.0,1380
1,0,0,59,1,1,65,1.0,0.0,1.0,0.0,0.0,3835
0,0,0,53,1,0,20,0.0,1.0,1.0,0.0,0.0,1060
0,0,0,22,0,0,50,1.0,0.0,0.0,0.0,1.0,1100
1,0,1,28,0,1,51,0.0,1.0,0.0,0.0,1.0,1428
1,0,0,4,1,1,91,1.0,0.0,0.0,1.0,0.0,364
1,0,1,25,1,1,20,0.0,1.0,1.0,0.0,0.0,500
0,0,0,29,0,0,31,1.0,0.0,1.0,0.0,0.0,899
0,1,0,2,1,0,79,1.0,0.0,0.0,1.0,0.0,158
1,0,0,11,1,0,80,0.0,1.0,1.0,0.0,0.0,880
0,0,0,15,1,0,20,1.0,0.0,0.0,0.0,1.0,300
1,0,0,4,1,1,88,0.0,1.0,1.0,0.0,0.0,352
0,1,0,72,1,0,108,1.0,0.0,1.0,0.0,0.0,7776
0,0,0,31,1,0,49,1.0,0.0,1.0,0.0,0.0,1519
0,0,1,69,1,1,20,0.0,1.0,0.0,1.0,0.0,1380
0,0,0,69,1,1,110,0.0,1.0,0.0,0.0,1.0,7590
0,0,0,29,1,1,76,1.0,0.0,0.0,0.0,1.0,2204
